Agent_ID,Product_Category,Commission_Percentage
Agent_2032584,Electronics,41.85
Agent_5868,Home & Furniture,1.22
Agent_554418,Fashion,53.45
Agent_2092701,Auto & Accessories,57.23
Agent_2306151,Electronics,45.38
Agent_2235156,Auto & Accessories,52.11
Agent_1350570,Home & Furniture,92.16
Agent_1469526,Auto & Accessories,11.52
Agent_1535933,Electronics,95.14
Agent_1917808,Fashion,36.82
Agent_1945496,Electronics,50.98
Agent_1123027,Home & Furniture,39.05
Agent_1274151,Auto & Accessories,55.16
Agent_397080,Auto & Accessories,63.58
Agent_2156712,Fashion,96.01
Agent_292898,Auto & Accessories,40.04
Agent_464064,Auto & Accessories,45.72
Agent_1500447,Electronics,94.33
Agent_1614274,Fashion,63.29
Agent_1858396,Electronics,63.06
Agent_2182576,Auto & Accessories,94.82
Agent_1590205,Electronics,50.24
Agent_956584,Electronics,17.07
Agent_1597356,Electronics,75.47
Agent_1088779,Electronics,42.12
Agent_434467,Home & Furniture,65.18
Agent_402052,Fashion,72.19
Agent_2254372,Home & Furniture,50.17
Agent_2123003,Auto & Accessories,30.51
Agent_2383474,Auto & Accessories,67.23
Agent_1008221,Auto & Accessories,19.47
Agent_614428,Electronics,69.72
Agent_1779640,Electronics,32.46
Agent_350843,Auto & Accessories,85.92
Agent_1003596,Home & Furniture,40.64
Agent_753738,Home & Furniture,54.40
Agent_1085536,Home & Furniture,71.82
Agent_1761837,Electronics,76.26
Agent_1553820,Auto & Accessories,31.11
Agent_593784,Fashion,58.63
Agent_1794551,Home & Furniture,60.32
Agent_2024369,Electronics,40.87
Agent_1765304,Home & Furniture,79.31
Agent_562172,Electronics,78.04
Agent_1331034,Electronics,16.09
Agent_191990,Auto & Accessories,64.64
Agent_484643,Electronics,8.58
Agent_1862212,Auto & Accessories,57.66
Agent_1709961,Home & Furniture,18.98
Agent_1065151,Electronics,93.87
Agent_1831619,Fashion,14.36
Agent_1531148,Auto & Accessories,44.24
Agent_1127165,Auto & Accessories,45.41
Agent_2103507,Auto & Accessories,71.80
Agent_1063835,Home & Furniture,8.94
Agent_1667643,Fashion,86.12
Agent_1193182,Home & Furniture,33.25
Agent_163928,Auto & Accessories,32.58
Agent_174819,Electronics,77.50
Agent_2219333,Home & Furniture,10.15
Agent_150924,Fashion,60.20
Agent_377177,Electronics,8.65
Agent_73386,Electronics,79.51
Agent_1934556,Home & Furniture,33.50
Agent_2084286,Auto & Accessories,44.10
Agent_707747,Electronics,21.80
Agent_2269497,Electronics,90.84
Agent_872972,Electronics,36.32
Agent_838690,Fashion,93.89
Agent_1227659,Home & Furniture,3.31
Agent_2310269,Auto & Accessories,27.46
Agent_2383735,Fashion,48.02
Agent_1856346,Home & Furniture,16.47
Agent_83934,Auto & Accessories,90.89
Agent_710123,Fashion,62.95
Agent_1799675,Auto & Accessories,92.04
Agent_237083,Home & Furniture,57.99
Agent_74134,Fashion,48.59
Agent_599186,Home & Furniture,48.26
Agent_2255098,Auto & Accessories,98.83
Agent_387246,Auto & Accessories,70.92
Agent_894322,Home & Furniture,42.95
Agent_1866424,Auto & Accessories,96.64
Agent_2263333,Fashion,20.04
Agent_2146696,Auto & Accessories,35.77
Agent_380424,Electronics,99.33
Agent_2336290,Fashion,59.77
Agent_1806160,Auto & Accessories,99.56
Agent_456469,Electronics,33.24
Agent_1466130,Auto & Accessories,62.09
Agent_1881979,Auto & Accessories,23.38
Agent_2116847,Home & Furniture,51.88
Agent_890688,Electronics,25.30
Agent_1939005,Auto & Accessories,39.97
Agent_2317757,Electronics,39.07
Agent_1194365,Home & Furniture,57.28
Agent_2132919,Auto & Accessories,80.28
Agent_804449,Electronics,28.17
Agent_1094361,Auto & Accessories,3.57
Agent_1995645,Auto & Accessories,12.60
Agent_2039223,Fashion,61.83
Agent_266611,Auto & Accessories,97.61
Agent_2018549,Home & Furniture,87.88
Agent_2147248,Auto & Accessories,83.74
Agent_2397163,Electronics,5.24
Agent_1142728,Electronics,38.18
Agent_1009231,Home & Furniture,29.92
Agent_2404229,Auto & Accessories,85.87
Agent_2375813,Auto & Accessories,25.62
Agent_1654954,Fashion,64.05
Agent_821699,Auto & Accessories,44.11
Agent_2134162,Fashion,5.92
Agent_1594114,Electronics,15.71
Agent_1614755,Auto & Accessories,86.47
Agent_1613686,Fashion,52.81
Agent_1992993,Home & Furniture,32.85
Agent_508626,Home & Furniture,94.77
Agent_2092652,Fashion,30.37
Agent_46058,Home & Furniture,54.89
Agent_1878100,Auto & Accessories,1.11
Agent_1469932,Auto & Accessories,85.98
Agent_419155,Home & Furniture,48.79
Agent_2193487,Fashion,33.13
Agent_847360,Home & Furniture,92.37
Agent_2049323,Fashion,5.79
Agent_696594,Home & Furniture,14.86
Agent_1143566,Fashion,89.77
Agent_659651,Home & Furniture,44.38
Agent_563332,Fashion,18.25
Agent_1169693,Fashion,92.57
Agent_2228525,Fashion,90.84
Agent_536039,Electronics,25.88
Agent_1477432,Electronics,93.68
Agent_2163742,Fashion,46.55
Agent_1027555,Auto & Accessories,39.77
Agent_1834127,Electronics,3.85
Agent_1249334,Auto & Accessories,49.18
Agent_351081,Auto & Accessories,76.47
Agent_1681909,Home & Furniture,27.85
Agent_2321041,Auto & Accessories,44.11
Agent_1065625,Electronics,59.73
Agent_81764,Auto & Accessories,50.22
Agent_1211556,Home & Furniture,79.47
Agent_1757164,Auto & Accessories,73.02
Agent_1708211,Auto & Accessories,39.30
Agent_2014285,Home & Furniture,49.18
Agent_1450113,Auto & Accessories,39.65
Agent_1587092,Electronics,35.28
Agent_960766,Auto & Accessories,63.51
Agent_1003105,Fashion,31.63
Agent_1183303,Electronics,16.43
Agent_1606380,Fashion,91.78
Agent_264121,Auto & Accessories,12.52
Agent_320651,Fashion,71.02
Agent_42541,Auto & Accessories,74.90
Agent_1750920,Electronics,89.74
Agent_792589,Electronics,15.31
Agent_660223,Auto & Accessories,61.86
Agent_1433318,Electronics,68.16
Agent_1699072,Fashion,62.47
Agent_1525940,Electronics,6.35
Agent_613083,Auto & Accessories,91.74
Agent_633818,Electronics,65.05
Agent_396397,Fashion,62.81
Agent_1500446,Electronics,63.10
Agent_1776382,Fashion,48.89
Agent_48235,Auto & Accessories,57.34
Agent_2046912,Home & Furniture,60.33
Agent_2368591,Home & Furniture,35.60
Agent_1836486,Auto & Accessories,4.89
Agent_1208421,Fashion,79.71
Agent_1511070,Electronics,67.45
Agent_1079060,Auto & Accessories,43.42
Agent_894569,Home & Furniture,4.06
Agent_1666119,Home & Furniture,68.19
Agent_1506635,Home & Furniture,75.97
Agent_2134144,Auto & Accessories,72.99
Agent_195550,Home & Furniture,16.30
Agent_1582453,Auto & Accessories,83.38
Agent_1003106,Home & Furniture,61.04
Agent_1252761,Home & Furniture,92.81
Agent_1973546,Home & Furniture,82.46
Agent_474863,Home & Furniture,75.56
Agent_2164367,Home & Furniture,79.83
Agent_1815422,Electronics,3.27
Agent_1500081,Fashion,88.21
Agent_2180620,Auto & Accessories,70.62
Agent_1081153,Home & Furniture,3.47
Agent_2371169,Auto & Accessories,97.10
Agent_1294604,Home & Furniture,98.45
Agent_1249954,Fashion,30.11
Agent_1026154,Fashion,29.67
Agent_2280795,Auto & Accessories,82.06
Agent_505370,Home & Furniture,12.43
Agent_936336,Electronics,92.05
Agent_1200116,Home & Furniture,16.01
Agent_637725,Fashion,4.51
Agent_2230725,Home & Furniture,67.12
Agent_87738,Auto & Accessories,95.40
Agent_1472830,Home & Furniture,22.85
Agent_830392,Home & Furniture,62.63
Agent_1644965,Home & Furniture,65.58
Agent_588176,Home & Furniture,34.54
Agent_89553,Auto & Accessories,82.51
Agent_248547,Fashion,59.02
Agent_158570,Home & Furniture,40.14
Agent_1250356,Auto & Accessories,40.77
Agent_2001638,Home & Furniture,26.17
Agent_1392027,Auto & Accessories,2.44
Agent_795903,Fashion,31.31
Agent_390722,Electronics,39.67
Agent_536955,Fashion,7.01
Agent_398481,Home & Furniture,21.43
Agent_1262037,Home & Furniture,71.71
Agent_1749827,Auto & Accessories,17.91
Agent_403941,Auto & Accessories,70.14
Agent_1069406,Fashion,27.99
Agent_2052884,Auto & Accessories,42.35
Agent_1989937,Fashion,61.34
Agent_2149167,Home & Furniture,93.18
Agent_2101656,Auto & Accessories,53.13
Agent_1915731,Fashion,5.15
Agent_320599,Electronics,48.38
Agent_125600,Fashion,31.26
Agent_2262698,Fashion,15.20
Agent_601069,Auto & Accessories,40.54
Agent_523381,Electronics,59.07
Agent_1524260,Fashion,52.69
Agent_474643,Fashion,9.16
Agent_1711856,Home & Furniture,65.72
Agent_2398453,Fashion,46.87
Agent_1321540,Electronics,73.36
Agent_855522,Fashion,83.55
Agent_1452458,Home & Furniture,78.49
Agent_2255709,Electronics,9.35
Agent_1718710,Electronics,61.89
Agent_461362,Home & Furniture,16.08
Agent_873945,Auto & Accessories,91.15
Agent_171573,Home & Furniture,80.35
Agent_998217,Home & Furniture,79.18
Agent_2106215,Home & Furniture,66.12
Agent_1614329,Auto & Accessories,26.74
Agent_2249404,Auto & Accessories,27.26
Agent_137511,Electronics,66.41
Agent_2321520,Home & Furniture,76.52
Agent_168036,Home & Furniture,68.35
Agent_1746339,Fashion,10.52
Agent_1366852,Electronics,49.93
Agent_1569833,Home & Furniture,35.84
Agent_506808,Auto & Accessories,74.43
Agent_1179176,Electronics,1.52
Agent_895211,Auto & Accessories,88.65
Agent_1938094,Home & Furniture,50.56
Agent_805044,Home & Furniture,23.04
Agent_679874,Fashion,25.86
Agent_389210,Home & Furniture,61.59
Agent_716534,Home & Furniture,66.94
Agent_404757,Auto & Accessories,40.31
Agent_2359377,Home & Furniture,39.30
Agent_1945099,Fashion,42.31
Agent_540549,Auto & Accessories,67.62
Agent_575519,Home & Furniture,58.22
Agent_2032618,Fashion,98.57
Agent_394516,Fashion,15.53
Agent_1098123,Auto & Accessories,87.82
Agent_73386,Electronics,75.44
Agent_1114964,Fashion,32.25
Agent_2217666,Fashion,14.86
Agent_248529,Fashion,78.53
Agent_1647520,Auto & Accessories,85.02
Agent_404264,Electronics,14.79
Agent_314671,Auto & Accessories,56.55
Agent_1658694,Fashion,95.35
Agent_1575077,Electronics,22.06
Agent_1725596,Auto & Accessories,18.33
Agent_2295606,Home & Furniture,8.52
Agent_1941599,Fashion,79.88
Agent_984253,Fashion,9.85
Agent_532309,Auto & Accessories,80.12
Agent_537922,Electronics,74.51
Agent_844044,Electronics,67.42
Agent_390239,Auto & Accessories,96.08
Agent_216467,Fashion,38.69
Agent_1901663,Auto & Accessories,54.37
Agent_845771,Auto & Accessories,34.98
Agent_2328845,Auto & Accessories,99.29
Agent_1244152,Fashion,95.62
Agent_1802483,Fashion,45.98
Agent_1171170,Fashion,79.32
Agent_2022374,Auto & Accessories,70.78
Agent_134817,Electronics,84.01
Agent_2224610,Fashion,42.76
Agent_797733,Fashion,80.58
Agent_1293264,Home & Furniture,64.72
Agent_616221,Electronics,7.02
Agent_2171073,Fashion,49.83
Agent_1248001,Fashion,80.75
Agent_656507,Fashion,62.19
Agent_206237,Electronics,28.56
Agent_1180103,Auto & Accessories,95.15
Agent_1163438,Electronics,52.69
Agent_2351783,Fashion,35.51
Agent_82011,Fashion,7.90
Agent_2393956,Fashion,24.29
Agent_1569212,Home & Furniture,74.55
Agent_1457145,Auto & Accessories,93.55
Agent_1623412,Home & Furniture,50.34
Agent_1407432,Electronics,3.56
Agent_1255397,Home & Furniture,79.66
Agent_2395246,Fashion,6.87
Agent_623274,Home & Furniture,56.80
Agent_999406,Electronics,6.49
Agent_2011121,Home & Furniture,53.47
Agent_538944,Auto & Accessories,83.65
Agent_912907,Auto & Accessories,1.65
Agent_263033,Electronics,50.73
Agent_1617093,Electronics,43.95
Agent_1972472,Fashion,32.82
Agent_84363,Home & Furniture,67.40
Agent_1753093,Auto & Accessories,50.50
Agent_1700644,Electronics,62.09
Agent_180107,Fashion,38.21
Agent_1045447,Home & Furniture,6.18
Agent_719635,Electronics,68.27
Agent_1270713,Auto & Accessories,80.28
Agent_655277,Home & Furniture,6.07
Agent_103308,Fashion,33.31
Agent_340095,Fashion,50.40
Agent_1678527,Auto & Accessories,25.97
Agent_1887391,Auto & Accessories,12.39
Agent_1957865,Electronics,66.29
Agent_14496,Auto & Accessories,98.72
Agent_1193062,Fashion,13.87
Agent_1286424,Electronics,79.75
Agent_2170018,Fashion,70.32
Agent_338054,Auto & Accessories,92.81
Agent_2033276,Electronics,2.59
Agent_1968108,Fashion,54.79
Agent_1220324,Fashion,48.31
Agent_1821631,Electronics,18.65
Agent_1893383,Fashion,26.85
Agent_1571938,Auto & Accessories,26.04
Agent_1682846,Auto & Accessories,96.07
Agent_337589,Home & Furniture,57.41
Agent_1936683,Auto & Accessories,68.66
Agent_1830412,Fashion,55.30
Agent_447768,Auto & Accessories,38.69
Agent_1284364,Home & Furniture,84.46
Agent_80142,Home & Furniture,84.35
Agent_1419049,Auto & Accessories,19.53
Agent_192165,Fashion,19.31
Agent_1887269,Fashion,58.10
Agent_63745,Fashion,72.68
Agent_2168956,Auto & Accessories,66.11
Agent_888535,Auto & Accessories,77.46
Agent_93143,Electronics,27.87
Agent_2330076,Electronics,50.67
Agent_302888,Electronics,51.39
Agent_1591054,Home & Furniture,23.82
Agent_588814,Auto & Accessories,99.28
Agent_1048082,Electronics,49.06
Agent_2342179,Auto & Accessories,91.86
Agent_101130,Fashion,12.72
Agent_1700040,Electronics,24.63
Agent_1181186,Auto & Accessories,90.10
Agent_2040378,Home & Furniture,90.80
Agent_1896824,Auto & Accessories,82.00
Agent_1365680,Home & Furniture,84.70
Agent_814362,Home & Furniture,65.26
Agent_775751,Electronics,14.34
Agent_1832200,Home & Furniture,30.22
Agent_59188,Auto & Accessories,5.96
Agent_887853,Electronics,91.33
Agent_2137528,Fashion,31.08
Agent_1295387,Home & Furniture,80.54
Agent_1109018,Auto & Accessories,10.26
Agent_727846,Electronics,66.56
Agent_1114224,Fashion,96.81
Agent_269180,Fashion,83.75
Agent_911997,Electronics,30.73
Agent_352069,Electronics,37.86
Agent_318154,Home & Furniture,52.51
Agent_1213819,Home & Furniture,47.67
Agent_1477700,Electronics,1.48
Agent_1674021,Electronics,26.98
Agent_371509,Fashion,90.51
Agent_2337604,Home & Furniture,23.23
Agent_617503,Electronics,64.81
Agent_457144,Electronics,65.63
Agent_715219,Home & Furniture,38.77
Agent_902514,Fashion,85.20
Agent_1696566,Fashion,67.18
Agent_2101950,Home & Furniture,73.38
Agent_967623,Electronics,80.86
Agent_827626,Auto & Accessories,17.87
Agent_1173169,Electronics,30.82
Agent_1917937,Home & Furniture,52.08
Agent_247752,Electronics,4.28
Agent_129859,Electronics,78.35
Agent_374814,Home & Furniture,9.20
Agent_556218,Home & Furniture,12.10
Agent_1772326,Home & Furniture,76.32
Agent_2138033,Electronics,86.13
Agent_1376530,Electronics,96.30
Agent_1416503,Home & Furniture,71.90
Agent_1548420,Electronics,3.85
Agent_1258058,Auto & Accessories,61.77
Agent_189351,Electronics,85.96
Agent_1728662,Home & Furniture,23.51
Agent_1762845,Auto & Accessories,91.13
Agent_238751,Home & Furniture,87.41
Agent_755156,Fashion,40.06
Agent_1355850,Auto & Accessories,74.67
Agent_2002594,Home & Furniture,67.18
Agent_167860,Fashion,26.81
Agent_1289546,Auto & Accessories,86.12
Agent_464291,Auto & Accessories,5.79
Agent_1780027,Auto & Accessories,73.83
Agent_79911,Home & Furniture,25.95
Agent_730016,Fashion,98.35
Agent_2382002,Home & Furniture,56.01
Agent_2218375,Electronics,47.21
Agent_922882,Home & Furniture,73.38
Agent_2380212,Home & Furniture,65.10
Agent_1768673,Electronics,89.58
Agent_1695036,Home & Furniture,54.59
Agent_1633942,Electronics,4.94
Agent_1753126,Fashion,48.44
Agent_1158756,Home & Furniture,44.43
Agent_1648188,Auto & Accessories,66.22
Agent_1539965,Fashion,17.87
Agent_1231678,Auto & Accessories,43.47
Agent_158970,Electronics,2.14
Agent_2010339,Auto & Accessories,74.24
Agent_2182741,Electronics,95.25
Agent_1494219,Electronics,73.26
Agent_40501,Auto & Accessories,52.63
Agent_796398,Home & Furniture,15.65
Agent_1641114,Auto & Accessories,35.08
Agent_619108,Electronics,28.23
Agent_245526,Fashion,37.29
Agent_214312,Auto & Accessories,22.94
Agent_1000624,Home & Furniture,3.57
Agent_1801924,Fashion,53.30
Agent_581046,Home & Furniture,64.87
Agent_670188,Auto & Accessories,62.93
Agent_1045236,Auto & Accessories,5.59
Agent_1492614,Fashion,34.36
Agent_1207933,Electronics,47.07
Agent_1737565,Auto & Accessories,90.87
Agent_1995999,Auto & Accessories,45.42
Agent_1702682,Auto & Accessories,51.34
Agent_2198137,Auto & Accessories,95.65
Agent_675953,Electronics,48.01
Agent_2097642,Auto & Accessories,37.07
Agent_875036,Electronics,88.16
Agent_1255229,Auto & Accessories,31.95
Agent_1365811,Auto & Accessories,90.90
Agent_770219,Home & Furniture,64.15
Agent_1701824,Fashion,12.21
Agent_902260,Home & Furniture,25.77
Agent_451473,Home & Furniture,99.06
Agent_1984209,Home & Furniture,60.99
Agent_165480,Fashion,18.70
Agent_1648450,Fashion,61.48
Agent_1196512,Auto & Accessories,20.35
Agent_502537,Fashion,40.91
Agent_129810,Home & Furniture,13.28
Agent_2089803,Auto & Accessories,50.31
Agent_883710,Fashion,41.83
Agent_2129914,Electronics,17.89
Agent_736284,Auto & Accessories,21.07
Agent_1220790,Home & Furniture,13.09
Agent_633115,Electronics,31.41
Agent_681609,Fashion,18.84
Agent_2254694,Home & Furniture,98.86
Agent_1980817,Fashion,63.52
Agent_1142665,Home & Furniture,35.08
Agent_1138183,Fashion,47.40
Agent_1769797,Home & Furniture,67.11
Agent_1451196,Auto & Accessories,98.38
Agent_2097722,Home & Furniture,1.01
Agent_63974,Auto & Accessories,40.68
Agent_599825,Home & Furniture,6.90
Agent_2135384,Auto & Accessories,92.51
Agent_846856,Home & Furniture,57.78
Agent_2007019,Home & Furniture,8.69
Agent_1019860,Auto & Accessories,57.87
Agent_123804,Electronics,18.31
Agent_2298225,Home & Furniture,93.23
Agent_2288667,Auto & Accessories,9.74
Agent_1487243,Fashion,2.49
Agent_1134318,Auto & Accessories,7.53
Agent_1747036,Home & Furniture,47.26
Agent_1953307,Home & Furniture,55.29
Agent_1240651,Fashion,36.62
Agent_1536232,Home & Furniture,13.24
Agent_753026,Electronics,25.72
Agent_981204,Fashion,33.04
Agent_743930,Home & Furniture,84.98
Agent_1807935,Electronics,44.74
Agent_289662,Fashion,65.14
Agent_915127,Electronics,73.55
Agent_174169,Electronics,51.69
Agent_785243,Fashion,86.69
Agent_1229477,Auto & Accessories,33.36
Agent_1041531,Fashion,54.64
Agent_1789348,Electronics,33.46
Agent_778883,Home & Furniture,98.56
Agent_1020326,Auto & Accessories,85.49
Agent_1733297,Home & Furniture,33.78
Agent_456872,Electronics,81.87
Agent_2017525,Fashion,60.38
Agent_2113709,Auto & Accessories,20.69
Agent_1746693,Electronics,58.80
Agent_215067,Electronics,52.82
Agent_747531,Auto & Accessories,4.95
Agent_749162,Auto & Accessories,47.63
Agent_1679433,Auto & Accessories,96.60
Agent_1746036,Fashion,10.09
Agent_977426,Auto & Accessories,38.91
Agent_999802,Fashion,48.71
Agent_403283,Auto & Accessories,26.08
Agent_1576623,Fashion,27.10
Agent_416745,Electronics,49.48
Agent_2036739,Home & Furniture,35.02
Agent_1617971,Home & Furniture,72.58
Agent_1028808,Fashion,24.82
Agent_2184700,Fashion,74.78
Agent_2106179,Fashion,81.75
Agent_1638835,Auto & Accessories,71.47
Agent_323836,Home & Furniture,34.80
Agent_2319130,Home & Furniture,78.33
Agent_581615,Fashion,84.15
Agent_1027856,Electronics,57.34
Agent_55416,Fashion,72.16
Agent_2160447,Home & Furniture,42.91
Agent_873041,Auto & Accessories,36.50
Agent_2039051,Electronics,88.86
Agent_2364662,Home & Furniture,78.34
Agent_2229270,Auto & Accessories,68.14
Agent_2234493,Home & Furniture,20.17
Agent_481682,Electronics,99.40
Agent_1241706,Home & Furniture,27.06
Agent_2246538,Auto & Accessories,9.07
Agent_1413244,Electronics,17.89
Agent_2279649,Home & Furniture,52.91
Agent_257330,Auto & Accessories,35.17
Agent_208081,Auto & Accessories,27.48
Agent_2320276,Fashion,21.03
Agent_556879,Electronics,89.40
Agent_211470,Fashion,66.81
Agent_766843,Fashion,25.75
Agent_1722743,Home & Furniture,7.31
Agent_209118,Auto & Accessories,3.36
Agent_2305359,Home & Furniture,55.00
Agent_591142,Auto & Accessories,8.55
Agent_2328116,Electronics,20.28
Agent_454328,Electronics,42.95
Agent_1897780,Auto & Accessories,73.52
Agent_2141781,Electronics,19.13
Agent_260036,Auto & Accessories,94.85
Agent_314689,Auto & Accessories,20.05
Agent_227544,Electronics,79.76
Agent_529413,Home & Furniture,69.19
Agent_2375197,Electronics,14.98
Agent_1969044,Electronics,47.35
Agent_2378995,Electronics,54.95
Agent_1536881,Fashion,38.39
Agent_1610412,Auto & Accessories,6.17
Agent_1080883,Electronics,43.53
Agent_69432,Home & Furniture,31.69
Agent_1775063,Auto & Accessories,8.32
Agent_1852104,Fashion,20.83
Agent_1569754,Auto & Accessories,90.35
Agent_637800,Home & Furniture,68.70
Agent_836755,Electronics,90.50
Agent_1265032,Electronics,46.52
Agent_995429,Home & Furniture,37.97
